用户名称,评论时间,评论内容
狮子_uJoe,2月9日 22:50,其实想想也没什么大不了，你快乐就是我最大的快乐
狮子_uJoe,2月9日 22:49,我发现，我的快乐就是让你快乐，有时候我会想，那我呢
狮子_uJoe,2月9日 22:47,即使你说再难听的话，不管多伤人。我都会勿忘初心，娶你才是我的目标，对你不离不弃，会让你不开心的地方，我全都去改
狮子_uJoe,2月9日 22:45,不过谢谢你让我相信了爱情，原来爱一个人的时候是这种感觉，我的小不点，我什么时候才能让你快乐起来，不要去计较这么多事情，每次吵架我心里都是像热锅上的蚂蚁，你错也好 对也好，我只是想让你不要生气，让你开开心心
狮子_uJoe,2月9日 22:41,我们在一起已经两年，所有的不好我都想一个人承担，不管你对我怎么样，我的温柔是你的专属啊，对你有足够的耐心去包容你的急性子，我想让你开心，生活中的点点滴滴包括我自己的快乐，我全都分享给你，自己一点不留，可是为什么你就是快乐不起来，总是能在我身上挑出毛病，我倾尽自己所有去迎合你
不会再见了_yoSv,2月9日 22:21,kxx我这个人经历了很多事情有开心的事也有难过的事，感谢让我遇见了你我会为你改变，你就是我的动力，我会给你一份承诺，一份答案，就让时间证明，相信我，相信我，相信我，我一定会一直陪着你，感谢让我遇见你，你干干净净的闯进我乱乱糟糟的心，这颗心永远属于你，永远是你的，我爱你…..
lulu鹿鹿鹿0711,2月9日 22:20,那天你睡着了 我看了你好久 看着你的脸发呆 我知道我们没有任何关系了 你却突然抱紧我 那个时候我好想跟你有个家
Rhea5017,2月9日 22:19,人生如茶，煎熬就是一种成全。
娶个叫黄文的,2月9日 22:19,等我娶到黄文 我就回来告诉大家
YH小宝贝L,2月9日 22:17,YH小宝贝
不会再见了_yoSv,2月9日 22:17,kxx世界会证明我多爱你，我遇见你很晚，但我会陪伴你很久很久，你若一直在，我便一直爱，你的过去我来不及参与，未开我一得会陪你走到底，我会陪你长大陪你变成熟陪你做许多事情有我在你就不用担心任何事情，我对你的爱永远是你的避风港，我对你的话永远说不清
等等桃桃,2月9日 22:15,我爱你💕
不会再见了_yoSv,2月9日 22:13,kxx我也喜欢黏着你我在你面前跟个小孩子是的喜欢向你撒娇喜欢抱你喜欢逗你笑，你每次一笑我都觉得很开心很值得，我不知道未来会发生什么事，我只希望你能平平安安，快快乐乐，你什么都不用做，我信我会永远爱你的，我也希望你永远爱我，等到合适的年龄我就娶你。
不会再见了_yoSv,2月9日 22:10,kxx我喜欢你像小孩子一样黏着我喜欢拉你的小手我想把所有的好都留给你，我也不知道为啥对你的爱意这么强烈，我只要和你待一在块我就非常开心，我能看见你可爱的小脸每天就很知足，我希望你也懂我的奇奇怪怪我也会永远陪你可可爱爱，真的在你面前我就像个小孩子，不知道怎么说真的跟个小孩子一样。
不会再见了_yoSv,2月9日 22:07,kxx，可以这么说你是我第一个遇见的这么让我喜欢的女孩子，你有时就像一个小妹妹一样需要我保护你，照顾你，我希望你也能了解我的全部，我在对你的爱上小心眼，好吃醋，好生气，好犯神经病，希望你也可以理解我，但我只是想让你更喜欢我更爱我，你不需要多好看也不需要多优秀，我永远爱你
网四搅灾打野,2月9日 21:48,加油
是你的林小辞,2月9日 21:08,谢谢各位
是你的林小辞,2月9日 21:08,如果在几年后 我娶了一个叫鞠钊燕的女孩 看到这条文案评论的各位都有喜糖。
丹心系万家,2月9日 21:05,有
_初见_-_,2月9日 20:53,波浪是大海的事，思念你是我的事
海海海_ALDQ,2月9日 20:48,说不出来的感觉
-天天要开心a,2月9日 20:06,第321个赞
小语的网易,2月9日 19:42,时间会验证我有多爱你呀
穆同学--,2月9日 18:46,我也是回族 很多东西不确定！
隐约挽留,2月9日 18:27,因为我爱你。？？？这感觉一模一样啊
隐约挽留,2月9日 18:26,感觉似曾相识？？
GaoXuchao,2月9日 18:25,帮你忘了他
江挽月----,2月9日 18:06,@在野听风 时间会验证我多爱你啊
十九岁的安安绝版了,2月9日 16:46,恭喜
十九岁的安安绝版了,2月9日 16:46,忘了吧
nen超,2月9日 16:26,加油
nen超,2月9日 16:26,借您吉言
nen超,2月9日 16:25,怎么会忘记呢
楠楠楠妹丶,2月9日 16:15,因为舍不得
为谦吟诗,2月9日 16:08,永远的单曲循环
nnnnnnnnnnnnnnnnnnnnnnn_n,2月9日 14:21,时间会验证我多爱你❤️
我只愿有花枝酒盏,2月9日 14:09,22年了，取到了没？
村口老王头啊,2月9日 13:51,借你吉言
A-祝妳,2月9日 13:30,30年后还会有人唱暖一杯茶 但不会有人再唱学猫叫
flamie_yQvI,2月9日 13:19,恭喜恭喜！！！
让她随风_8C5i,2月9日 13:15,有
LlllliJq,2月9日 13:09,好吧又单曲循环了
笨蛋困困了,2月9日 13:07,希望你永远开心 无忧无虑 能留住心中小小的自己
笨蛋困困了,2月9日 13:07,爱没用 在我满眼都是他的时候换来的全是失望
LlllliJq,2月9日 13:01,白喆文看不见吧 我不会找到他了吧
愛在日落媊,2月9日 12:41,恭喜
春天下的旧日子,2月9日 12:22,好喜欢这首！！！！[多多大哭][多多大哭][多多大哭]
没最后,2月9日 12:19,其实也没什么 我也可以有我的生活 有我的伙伴 但我总是觉得这种生活缺了点什么 原来 是你早已不在我身边
杨小羊啵啵,2月9日 12:07,恭喜👏
积极废人likeyou,2月9日 11:18,当初这条评论的时候，我初三，现在我已经是高一了，回头看看，还是挺遗憾的，我本来应该可以更好的，可以去更远的地方，而自己却没有付出更多的努力，没有考出更好的分数，只能就在本市，希望希望能看到这条评论的人能够更加努力不要让自己后悔吧
脑袋困掉了A9,2月9日 11:13,“张万森，你的所有心事我都知道了。在你那样靠近我的岁月里，我很幸运，能被一个温暖至此的男生喜欢。下一次，换我守护你。”——林北星
巴戟,2月9日 11:04,时间会验证我多爱你啊
绿野白鹤,2月9日 10:47,还记得吗？这首歌是你送给我的，你怎么不履行承诺啊？为什么喜欢上别人了？其实我没资格质问你的。@帐号已注销
吾想吃希,2月9日 10:30,去吧，别留遗憾。
三变丶不变,2月9日 10:27,天黑了也别回来了，拥抱永远温暖，只是我怕再抱你一下了
伱别生气,2月9日 10:10,必须的
ZhJingY666,2月9日 09:58,因为一句话喜欢上一首歌 时间会验证我多爱你呀
贪婪向日葵,2月9日 09:32,高考完之后我一定要和张璐涵好好一直在一起
小蓝鞋啦,2月9日 08:44,有
闪现_ox1F,2月9日 08:00,我喜欢这首歌两年多了
嫁给我的杰,2月9日 05:22,倒计时328天
R91-,2月9日 05:06,那年你问我 我会陪你多久 我说三年 五年 其实我想说的是 你在哪我就在哪
丨丶你还好吗,2月9日 04:29,我好像释怀了，但好像还爱着，我心里的那个钉子好像怎么都拔不出来，它在时时刻刻提醒着自己，其实我也不明白，是不甘心，还是舍不得
帅到整个广西,2月9日 03:19,他应该是说，时间会验证我多爱你
梦和少女的远方,2月9日 02:56,天黑了以后别忘记回家
7-湫,2月9日 02:26,快睡觉吧
湫6666_07Ie,2月9日 02:24,赞你一下哈哈哈
孤僻症患者_别靠近i,2月9日 02:05,没有什么比两个人在一起有一直走下去的决心最重要
坚定且努力,2月9日 01:55,“我遇见你很晚，但我会陪伴你很久很久，你若一直在，我便一直爱，你的过去我来不及参与，你的未来我必奉陪到底”
云村村民164434021964418,2月9日 01:50,加油啊，祝福你
只搏她一笑,2月9日 01:35,我能够和田思航相遇已是上上签.
蒹葭DQ,2月9日 01:21,在等一个治愈我的人。我不等你了啊。
YikG059,2月9日 00:56,三年前这首歌陪我度过最难过的日子，三年后又需要了
李先生_Dear,2月9日 00:55,爱得深没有错，真正属于你的爱情不应该是伤人的冰块，应该是一杯温暖人的热茶
早睡早起_F-R,2月9日 00:22,还有没睡的吗？？聊聊天吧
梨羊洁,2月9日 00:07,忘了吧
1没脑子,2月8日 23:57,不等了 太累了
_小倩走丢了,2月8日 23:50,他说这首歌里有对我说的话.
hhhUoS7,2月8日 23:44,偷偷告诉你 累了可以靠在我肩膀上
1没脑子,2月8日 23:42,现在是2022.2.18
聽丨蝉,2月8日 23:37,她走了，半年过去了，我是不是应该祝福她！
_美少女不熬夜,2月8日 23:12,突然发现都2022了 还在听2019听的歌@李盛会
JackeyLove-_-i,2月8日 23:11,王馨悦要等我娶你呀！一定要等我！
刘大雅er,2月8日 23:04,以前和以后是不一样的
布鲁布鲁咕噜咕噜,2月8日 23:02,再迎接一次1991吧
JackeyLove-_-i,2月8日 23:00,王馨悦我爱你！
凯不离蟹不弃200425,2月8日 23:00,会的
那心动了吗,2月8日 22:59,要每天开心呀
日落前寻爱意_,2月8日 22:55,再苦再难我不舔 再落魄我要脸.
这样就不错呀,2月8日 22:42,以前就深情 现在叫舔狗 唉 变了~
blue-022,2月8日 22:36,
陈爽wlh0102,2月8日 22:23,我喜欢这首歌三年了
笨蛋小杨ovo,2月8日 22:04,看透了许多也看淡了很多想说的话越来越少放在心里的事越来越多。
懵懂少年R,2月8日 22:02,看到了
懵懂少年R,2月8日 22:01,普通且自信
独憧你一人,2月8日 21:51,即便不会在一起，我也会默默陪着你
就-小孩儿,2月8日 21:47,别在喜欢王鹏伟了
就-小孩儿,2月8日 21:47,真的
slkx-_,2月8日 21:45,夏啟程会看到这条评论嘛 我爱他
零七年的海_,2月8日 21:40,爱是动词 心动才是爱的最好证明.
壹8捌,2月8日 21:35,与其重新不如从心
贾敢敢_eQW9,2月8日 21:34,娶到了吗
嗯我在等啊,2月8日 20:41,他们说这是舔狗的歌
禾末茴hui,2月8日 20:17,恭喜
拉手手亲口口么么哒,2月8日 19:53,怎么听出，父爱的感觉
一对比翼鸟,2月8日 19:16,恭喜恭喜
雾漫了爱意2011,2月8日 18:59,恭喜了，下次换你祝我
黑胶玛丽苏,2月8日 17:54,王雨亭会看见这条评论吗
WvemiX9_a,2月8日 17:43,ᵃⁱ怎么可以克制 见到一万次 还是心动一万次.
就请他代替我,2月8日 17:32,又是一年，是否你已经慢慢将我淡忘在记忆中，看着熟悉又陌生朋友圈，早已没有了问候的勇气
和他的2000个小时,2月8日 17:15,@从天来的使者 [西西发怒]
鲁鲁蛋仔,2月8日 16:33,时间会证明我多爱你啊
psisuk,2月8日 16:11,你没事吧
中海座头鲸,2月8日 16:07,够呛 别自作多情 理智一点
懿次訫,2月8日 15:41,加油
JuleyLee-,2月8日 15:06,有
拉手手亲口口么么哒,2月8日 14:50,要幸福
x胖猪,2月8日 14:50,时间会验证我多爱你呀
发了疯的想妳,2月8日 14:46,是啊，你永远叫不醒一个装睡的人
DeCtrl_,2月8日 14:39,故事落幕
小薇ea7,2月8日 13:09,天黑别忘记回家
小布要发光,2月8日 13:01,爱呀怎么不爱 我放不下她 她早已入了别人的爱河 而我呢？还在等她 确实很累可我还想再等等 谈了98天 有85天都是在痛苦里度过的 我不得不承认她确实不喜欢我 是我自欺欺人罢了 如果可以 我还希望你回来
-梓曦_T5LV,2月8日 12:30,都2022年了，我还在为2019火的暖一杯茶着迷，不是我念旧，而是每一句歌词回味无穷
始于谦,2月8日 11:45,当初他就是用这首歌官宣我的…
太爱杨了,2月8日 11:21,恭喜
凉欢2008,2月8日 09:48,现实中的陪伴更重要
云宝宝诶,2月8日 09:11,我还在听
宝贝儿萌,2月8日 06:33,我不是一个好女孩 我在惦记一个有女朋友的男孩子 我不道德 但我不是后来者.
1贺英乐,2月8日 04:04,可惜我文笔不好 不然我也为你写月亮
1贺英乐,2月8日 04:02,恭喜
1贺英乐,2月8日 04:01,当然
日春北野,2月8日 03:29,等我变得优秀了 我一定向你大声表白
日春北野,2月8日 03:28,世界上最远的不是距离 而是心里
夢娇Az,2月8日 02:13,他不会回来了，第六感很准真的，我早就发现你们不对劲了真没想到我最爱的男人竟然和我最信任的朋友一起联手欺骗我你们去旅行的时候我其实发现了可我装作不知道我已经很仁慈了但你们变本加厉来伤害我，
Yigs_NDOy,2月8日 01:59,加油，不要放弃自己啊。
与我看海叭,2月8日 00:47,可你总是忘不掉
陪兔兔去看海,2月8日 00:33,以前也有个男孩子等我到凌晨，后来也散了。
_小赵爱吃辣,2月8日 00:27,可惜啊 胡思乱想是我爱你的最好证明
人间散步_,2月8日 00:15,昨夜如梦见她，我不想也不会忘掉她，一辈子都不会。往后余生，上天一定眷顾她，不要让她受伤，因为我真的很爱她。不想去祝福，只要她平安。
1蛋塔边边,2月8日 00:01,有
还在_z,2月7日 23:51,如果那时候勇敢一点……
云落千间,2月7日 23:43,有
莫等闲_QPER,2月7日 23:22,如果你看见了，望回复
北鸢倾城梦,2月7日 23:11,我会娶李佩瑶，等我娶到了再回来验证我说的话
班可妮,2月7日 23:08,我愿意等你
卿叫卿卿,2月7日 22:52,好听
乳酸君9527,2月7日 21:44,很想和你在一起，高小姐
肉松小辈_y,2月7日 21:26,你放过他吧
封圭寸,2月7日 20:56,怎么样了
总被男人伤k,2月7日 20:50,开心好难
可乐呢-,2月7日 20:38,心里有选择的话坚定就好啦
王某人的大哥大,2月7日 20:36,倒插门吗兄弟
暖---杯茶,2月7日 20:05,这首歌已经听了九百遍了，听到一千遍我就会去和她说，回来吧，我还爱你.
尔冉呀,2月7日 19:29,恭喜恭喜
不妨向前看看_F,2月7日 19:26,想和时含蕊和好.
cccyyyyyyyyyyyyyyyy2,2月7日 19:12,那必须有
小宗Max,2月7日 19:00,时间会验证我多爱你啊
小野马_avl7,2月7日 18:52,她真的很好，我其实配不上她的，以前不管是谁，我都是自杀式单身，第一个念头就是耽误人家姑娘干嘛，所以游戏这些年是陪伴我最久的，虽然我一直和她说我很理智，但是我和她表白那一刻，其实是我最不理智的时候，为了她我会想很多很多关于她的，我好爱她
小野马_avl7,2月7日 18:52,她真的很好，我其实配不上她的，以前不管是谁，我都是自杀式单身，第一个念头就是耽误人家姑娘干嘛，所以手机这些年是陪伴我最久的，虽然我一直和她说我很理智，但是我和她表白那一刻，其实是我最不理智的时候，为了她我会想很多很多关于她的，我好爱她
qw抢我,2月7日 18:25,@谁在唱歌谣_-
小菲阿h,2月7日 18:09,最近有多近
_9ukiiii,2月7日 17:46,陪着别人的时候 会对我感到愧疚吗
摘一颗星星叭,2月7日 16:24,2022年了，还不给大家发请帖嘛
生命像是一场战斗,2月7日 16:08,恭喜恭喜
小耿的盛欠欠_,2月7日 15:40,那就祝爱者更爱，无爱者自由叭
陪你好多个春夏秋冬,2月7日 14:50,不会
一个甜妹o3o,2月7日 14:46,要等到什么时候才能等到属于我的张万森
抓一个小朋友o,2月7日 13:57,跟着自己心走，喜欢谁就和谁在一起
可迷雾散不尽,2月7日 13:49,丢三落四的我 记住了你好久好久
Neko猫桑,2月7日 13:45,诶
取个名好难啊娘来,2月7日 13:30,时间会验证我多爱你啊
LCX丷,2月7日 12:45,不会的
真的辣椒炒肉,2月7日 12:20,恭喜！
神明公主啦,2月7日 11:51,无爱即是神！
-爱栋,2月7日 11:38,你亲口告诉我说我恶心的时候 会想起曾经捏我的脸说好喜欢我吗。
零壹八肆,2月7日 11:05,璇璇 天黑了记得回家哦～
-To-Leslie-,2月7日 10:59,张万森，下雪了。
胶xx,2月7日 10:25,要走出来，做好自己，会有一个人为你而来
是黄明昊的小朋友,2月7日 10:14,好棒好棒！恭喜呀
MOON德云LIGHt,2月7日 10:00,一九年你给我推荐的 今天突然又听到 想起了你 可我们已经分道扬镳了.
错错不开心,2月7日 09:52,
这里六十七,2月7日 09:51,最可悲的可能是 看着你怀念她
元一气,2月7日 09:11,谢谢 你也是
元一气,2月7日 09:11,娶到没有？
阿尔卑微_o,2月7日 08:44,要幸福
殷茵殷,2月7日 06:57,还有我的四年
天天开心真的难,2月7日 05:38,鹏 你幸福我释怀.
Cc饺子_,2月7日 05:36,不必太张扬 是花自然香 是爱自然长
-不顺路了,2月7日 04:10,@何赫赫赫
-不顺路了,2月7日 04:10,恭喜
麻辣小肥牛_,2月7日 04:02,到今天认识已经7年4个月了，又是情侣了！
scumbag180523,2月7日 02:43,十七岁认识她，年少家庭的自卑使我忍痛和她分手，现在毕业了情况慢慢好了起来，回想起来已经四年了
多啦A胖耶,2月7日 01:57,原来真正认真喜欢一个人 分开了以后真的很难再喜欢上别人
WvemiX9_a,2月7日 01:29,ᵃⁱ怎么可以克制 见到一万次 还是心动一万次.
WvemiX9_a,2月7日 01:28,凌晨五点的心事依然是你。
一条烂人i,2月7日 01:17,好家伙
好岛莓亚,2月7日 01:16,两年后一定要考上南航
好岛莓亚,2月7日 01:15,你总是很自负的来评价我 真的很讨厌 为什么会还喜欢你 我不懂
好岛莓亚,2月7日 01:14,为什么和我在一起的时候还要和别的女人一起出去呀
好岛莓亚,2月7日 01:14,我以后一定会过的比你好的
好岛莓亚,2月7日 01:14,为什么不能大大方方的
好岛莓亚,2月7日 01:14,觉得我不是好女孩 为什么就要抱着玩玩的心态跟我在一起啊
好岛莓亚,2月7日 01:12,新的一年不要再喜欢任博宁了！！！！！！！
7-湫,2月7日 01:11,或许 去年夏天他确实爱我 可是我的贪玩不懂事 让他误以为我不爱他
知道你在就好,2月7日 00:38,我都不敢点赞，1598了怕你后悔。其实你心里早已有了答案。
杜杕子,2月7日 00:34,爱和责任
不善言辞_9Jbg,2月7日 00:19,想把岳梦璐娶回家
达芬奇好听么,2月6日 23:55,花开香满巷 爱烂花还香 终有一时花会落 却无一时爱未弱 不知人间爱为何物 只见人愿赴汤蹈火 见人人都爱 无人人真爱 爱随风起 也随雨落.
你喜欢钓鱼吗,2月6日 23:55,祝福你
张顺顺顺顺顺顺,2月6日 23:54,2022，求喜结良缘，心想事成。
北-海-北,2月6日 23:52,"我想送给一个叫丁睿睿的女孩一份生日礼物，她的生日是4月26日，我希望能让她在生日那天收到来自五湖四海的祝福，希望大家能帮个忙
用“我在**省祝丁睿睿生日快乐”这个格式
我将做成视频送给她
谢谢大家了！"
已停止踢腿,2月6日 23:43,兄弟们 她结婚了
L-2-7,2月6日 23:42,"当你累了的时候
我完全可以抱着你
揉揉你的头
陪你走完接下来的每一条路"
Venuniee,2月6日 23:39,可能就是缘分吧。我们刚准备在一起就赶上疫情了，我等了十年，终于在一起了，却因为疫情异地，再次分开了。就这样我十年的青春最终付之东流
夙夙呀_MGh4,2月6日 23:26,你男朋友不会是姓刘吧
9--------------,2月6日 23:22,开始新的生活吧，如果他是对的的话他现在就该来找你了
会收到花吗y,2月6日 23:16,有
1今晚就恋爱,2月6日 23:04,先沉稳而后爱人 我不沉稳 所以不爱人
my全是自己,2月6日 22:55,真的忘记你了
_贝壳妹妹,2月6日 22:42,爱是什么我不懂.
小余儿_q4UZ,2月6日 22:33,女生真的会很容易喜欢上每天陪她聊天的男孩子
请你先说你好_in,2月6日 22:31,你喜欢有什么用，可她不喜欢你啊
带我去看海吧笨蛋-,2月6日 22:30,宣还有207天退伍
Tang_XkJl,2月6日 22:28,交给时间吧 我们都得往前走
i热枕_,2月6日 22:23,那年冬天他唱给我的歌 3年了 直到现在听这首歌还是会掉眼泪
铁西勒布朗-,2月6日 22:23,睡吧
米柚喵,2月6日 21:42,分人，我会
总被男人骗_gRf1,2月6日 21:10,时间会验证我多爱你啊
嫑隨便,2月6日 20:54,两年了
现在流行快乐c,2月6日 20:44,恭喜恭喜
可迷雾散不尽,2月6日 20:44,“如果你愿意 我们就是不散的宴席”
_77Hao,2月6日 20:35,这首歌已经有mv了 不信你闭上眼睛听
xxoxiaohan,2月6日 20:18,＋1
xxoxiaohan,2月6日 20:17,2
榛果拿铁i,2月6日 20:04,@陪猪看夕阳OvO
布鲁布鲁咕噜咕噜,2月6日 19:36,1
葵的精神世界_LKE4,2月6日 19:24,我的报应
Abyss-TW,2月6日 19:19,我又梦到你啦豪哥
刘果冻12,2月6日 19:17,忘了吧
情深自然明,2月6日 19:00,舔狗就是舔狗
蓝天吖ya,2月6日 18:52,人给我小🐦了，关键这首歌又不是是写给你听的，这波和ID配合得很好，成功给我整笑了
你不知_-,2月6日 17:02,有些事是要自己做决定的
你不知_-,2月6日 17:01,有些事情是要自己做决定的
绿朋友_,2月6日 16:59,忘了他
可以重新来了,2月6日 16:42,亲爱的徐菁菁我决定与自己和解了以前的往事但太喜欢就会变成幼稚生活在慢慢变好我已经不害怕任何人的离开所有无能为力的事情我也在慢慢接受
睡个好觉_lpr,2月6日 16:38,我的绕 你还记得这首歌吗 我好想你啊 @
九日_6,2月6日 16:13,删掉关于他的一切又怎样呢 他是青春里的烙印 是义无反顾 是我最单纯的爱 我怎么会忘记他呢
村口狗王,2月6日 16:04,娶到了能代表什么呢
梦入芙蓉浦o,2月6日 15:36,zzq时间会验证我多爱你啊
恒仔音乐馆,2月6日 15:34,比起一些人的事情，自己受这点伤又算什么呢
Xovz_Aug23,2月6日 15:18,听一千遍就释怀
_失去又能怎样_,2月6日 14:49,忘了吧
小君君没钱上课,2月6日 14:19,"我的宝宝爱你呀～
时间会验证我多爱你呀，就这样静静地陪着你长大，我的温柔是你的专属啊～"
小髙同学68768,2月6日 14:12,你跟我搁这卡着玩呢？
GR叮,2月6日 14:01,小狗根本不在意舔狗之类的词汇 小狗一直大大方方昂首挺胸的爱
我要和你讲道理_,2月6日 14:00,小屁孩
GR叮,2月6日 13:59,小狗根本不在意舔狗之类的词汇 小狗一直大大方方 昂首挺胸的去爱
李大王_8AoY,2月6日 13:48,时间会验证我多爱你呀，时间会让我忘了你呀。王臭臭～
烦的一批_UNwW,2月6日 13:04,很容易喜欢这个就很容易喜欢下一个
做梦么x,2月6日 12:53,别留遗憾
你的小狒哥,2月6日 12:09,恭喜
秦伏天,2月6日 10:59,喜欢的人，怎么可能只喜欢一次
Lydia_1VZp,2月6日 09:45,我把他找回来了，我发信息给他，他终于回我了，但是他没有回答我是不是可以重新在一起……没关系，慢慢来吧，至少他回来了
果木花儿1,2月6日 09:13,单曲循环多少遍就为了听那句“时间会验证我多爱你呀”
小熊不想说晚安,2月6日 08:42,我也是
小熊不想说晚安,2月6日 08:41,“希望我爱的人和爱我的人都能万事胜意”
小熊不想说晚安,2月6日 08:41,“许个愿吧 都会实现的”
雨不要难过啦,2月6日 07:17,z 不知道该怎么跟你说再见 所以我说很高兴认识你
a韩洪越,2月6日 04:11,我喜欢的女孩她是金牛座她喜欢喝蜂蜜柚子她鞋码36她体重74 现在82了她长得很好看素颜的样子我也喜欢她06年比我小两岁我比她成熟比她经历的多我想和她谈恋爱我想和她赌一吧我想和她结婚我想和她浪漫一辈子
最长的电影_0419,2月6日 03:50,好
不够成熟-lrc,2月6日 02:51,满满回忆
日落裙边,2月6日 02:32,在舔狗这个出来之前 叫深情
陈念辞_cTtD,2月6日 01:20,别回头
陈念辞_cTtD,2月6日 01:19,啊？！
陈念辞_cTtD,2月6日 01:19,将军不下马，各自奔前程
陈念辞_cTtD,2月6日 01:17,牛马
樊樊_Deg6,2月6日 01:15,也天天都听
陪小柳去看海叭,2月6日 01:10,等你信息
陪小柳去看海叭,2月6日 01:10,恭喜
远方十三里,2月6日 00:46,这不是南京李市民的乐队嘛[多多耍酷]
不帅徐先生,2月6日 00:44,时钟不会反着转 我们也回不到从前了
不帅徐先生,2月6日 00:43,她以前不是这样子的
不帅徐先生,2月6日 00:42,可不可以分给我一点好运 她对我炫耀她的男孩有多好
橘子汽水要加块,2月6日 00:38,我想起你不是因为我还想着你而是想着我跟你一起度过的那些日子我是怎么熬过来的
A-余肆,2月6日 00:30,期待呀·
熙的心事-,2月6日 00:05,只有女生对这个男生有好感才有喜欢每天陪她聊天的男生
熙的心事-,2月6日 00:05,会
别再EMO你是最棒的,2月6日 00:03,慢慢变好，是你给你自己最好的礼物
溺水在这片海1,2月6日 00:02,怪不了别人 自己选的路自己走
荧光榴莲,2月6日 00:00,already broken
李逸宸言,2月6日 00:00,勇敢点吧
三分醉798,2月5日 23:47,我在湖北省祝mzh新年快乐
袁华_gM2i,2月5日 23:45,粘你喜气 我还要努力几年
魔法啾啾,2月5日 23:41,……
o泡果奶yae,2月5日 23:12,有
阿吧阿吧mjl,2月5日 22:45,单曲循环两天了 好爱好爱这首歌
Tang_XkJl,2月5日 22:19,向前走 晚安了
友友友友友友友友y,2月5日 22:09,这一次就当我没有运气吧 那我向前走咯 谢谢有你这段时间的陪伴，最后我想说有你真好
aaaafhb_,2月5日 21:28,一定会的
aaaafhb_,2月5日 21:26,节哀 我打小老爷就离开了还没来得及疼我我深深明白兄弟你当时的心情
aaaafhb_,2月5日 21:25,或许是这样
小冉吃不饱-,2月5日 21:22,我撒谎了 我并没有释怀 我瞒着所有人偷偷的爱着你 我根本没有舍得放下你 也根本放不下 因为对于我来说 你给我说句话 我就能开心一整天。
小冉吃不饱-,2月5日 21:19,所以呢 谈什么恋爱 一个人挺好的。
小冉吃不饱-,2月5日 21:18,咱俩好像差不多吧
aaaafhb_,2月5日 21:11,钱到位后心到位，美女御姐入你怀
像个情人0,2月5日 20:51,看见你现在是个单数，我就不给你点了
依然是偏执少年,2月5日 20:15,加油
一叶之秋-k,2月5日 20:08,我把我的感情写进日记里 压在心里 藏进眼神里 好想告诉你 可我不是勇者 我只能远远的看着你 默默的走在你身后 2021年1月5日这天大雪 为了能和你一同看雪淋雪 上午第二节下课 我偷偷的走在了你身后 漫天大雪 一下就白了头 映进我目光里的是你的后脑勺 一步一步…
2000999520917,2月5日 19:55,小狗根本不在意舔狗之类的词汇 小狗一直大大方方 昂首挺胸地爱人
一叶之秋-k,2月5日 19:55,暗恋什么时候才是个头
Pkin_j,2月5日 19:50,找他
想太多嘞,2月5日 19:28,@把他保护好 这辈子咱们要是不能结婚，咱就谈一辈子恋爱。要是今生有幸能结婚，那你要记得来娶我，我要你穿着我送你的蓝色上衣，向我求婚
r夢-_,2月5日 18:56,祝你早日能争取到她.
雨雨哄,2月5日 18:49,真的
吧噗--,2月5日 17:57,好好生活，忘记他吧
楚辞-n,2月5日 17:48,有的
依然是偏执少年,2月5日 17:47,慢慢遗忘吧
哎呀是哆啦a梦啦,2月5日 17:45,有
Fractures_WCzS,2月5日 17:37,时间会验证我多爱你呀 就这样静静地陪着你长大
小悟空_M,2月5日 17:28,就觉得好听，已经单曲一下午了，正在练习这首歌，一定要联系熟了，给以后心爱的女孩子唱，虽然现在有，但不是我的哈哈哈哈
错过love_,2月5日 17:19,加油加油
错过love_,2月5日 17:18,恭喜恭喜
小锺baby,2月5日 17:17,现在还有人在听吗
isCee,2月5日 16:12,
温文恩,2月5日 15:07,我13岁认识你爸爸 15岁相恋你爸爸 现在17岁 是和你爸爸在一起的第二年 不出意外的话见到你那年我20岁 你爸爸33岁 希望我和你爸爸能一直走下去
Bearxc-,2月5日 14:30,向前看吧 别不幸福.
Bearxc-,2月5日 14:29,祝我们都会遇到一个 “我很忙但我随时对你有空” 的人。
七七_YEIC,2月5日 14:12,姜欣雨谢谢你出现在我18岁的青春里，距离上次见面已经是两年前，这两年你也找到了心爱的她，祝福你们，我觉得我该释怀了，18岁生日真的很快乐，以后照顾好自己，向日葵放弃太阳啦，再见
不是鑫鑫_Wy,2月5日 13:57,你还会来听这首歌吗 我的卫崽崽
Debbie--7,2月5日 12:22,慢慢来，我不害怕等，我害怕人不对
PooHdini22,2月5日 12:16,爱听这首歌的男生应该会很温柔吧？@王俊凯_2Qdt
winnessway,2月5日 11:09,有的
梁南山,2月5日 11:04,"打扰一下，我喜欢一个女孩，我们一起长大，我打算4月8号向她表过白，她生日，我想集齐来自全国各地的祝福，给她一个不一样的生日礼物。
请大家用这种格式:
“我在XX省祝梁明慧生日快乐!”回复一句祝福语可以嘛?
我想给她做个视频，谢谢大家啦，
如果打扰到的话，先说声抱歉!
拜托拜托啦，谢谢大家!"
Stephen库你,2月5日 10:02,不可能
木子酱T_,2月5日 10:02,19·5.29\8.25\22·2.5念-
贾润馨,2月5日 09:53,不好意思，从来都是被添呢
小鑫夜晚深爱emo,2月5日 09:01,我在菏泽曹县为你暖了一杯茶
才不是小鬼H,2月5日 08:57,时间会验证我多爱你呀
